Name,RAdeg,DEdeg,Memb,Disk,Acc,K2var,umag,gmag,rmag,imag,Hamag,SpT,Avmag,Lbol,Mstar,Rstar,logAge,logMacc,DlogMacc+,DlogMacc-,Age_linear,Macc_linear,logMstar,c_value,is_synthetic
WFI17930,271.10674,-24.39086,y,y*,1.0,,,18.243,16.747,15.894,16.198,K1.25,2.363,1.951,1.499,1.812,6.69,-8.408,0.282,0.282,4897788.193684466,3.908408957924025e-09,0.1758016328482795,-5.857428817748827,True
05354764-0519145,83.94853973388672,-5.320701122283936,,,,,,,,,,,3.8519999980926514,0.3672822984817817,0.4399999976158142,1.5225608892832243,6.222716459987166,-8.462684735728649,,,1669999.9570846565,3.445999929851953e-09,-0.3565473258670824,-5.49918167365747,True
SCB284,270.98797,-24.28344,y,n,2.0,,18.244,16.379,15.536,15.072,15.408,F7,1.77,3.418,1.281,1.577,7.2,-8.008,0.054,,15848931.924611142,9.817479430199865e-09,0.1075491297446862,-5.170186435931786,True
05392639-0215034,84.85999298095703,-2.250967979431152,,,,,,,,,,,0.3210000097751617,0.5345643412021641,0.6769999861717224,1.5501178029246572,6.3800302351920966,-8.919012957169015,,,2398999.9294281024,1.2049999886798431e-09,-0.169411340185675,-6.10352454362815,True
WFI22455,270.99097,-24.34754,y,y*,1.0,S,,18.086,16.691,15.972,15.826,K8.75,0.106,0.661,0.6,1.769,6.14,-8.346,0.092,0.156,1380384.2646028835,4.5081670454146e-09,-0.2218487496163564,-5.56959463060743,True
WFI16916,271.1075,-24.3998,y,n*,2.0,,20.007,17.796,16.342,15.578,15.88,K8.75,0.204,0.976,0.552,2.148,5.86,-9.412,0.745,,724435.9600749906,3.872576449216165e-10,-0.2580609222708011,-6.709550728232482,True
WFI19744,271.20075,-24.37287,y,n,1.0,,,19.982,18.111,16.833,17.487,G4.25,5.097,4.993,1.814,2.354,6.68,-7.928,0.27,0.5,4786300.923226381,1.1803206356517298e-08,0.2586372827240765,-5.47568673970054,True
WFI23677,271.01794,-24.33656,y,,2.0,,19.436,18.737,17.356,16.655,16.231,K6.75,0.013,0.249,0.835,0.959,7.26,-8.798,0.166,0.517,18197008.586099826,1.5922087270511701e-09,-0.0783135245163979,-5.7242774226840325,True
EPIC224342790,271.12888,-24.41656,y,y,1.0,QPS,,17.927,16.345,15.564,15.966,K2.5,3.246,6.953,1.565,3.781,5.7,-7.807,0.398,0.735,501187.2336272725,1.5595525028269523e-08,0.1945143418824672,-5.684703373537161,True
EPIC224420233,270.87983,-24.27753,y,n,2.0,QPS,18.627,16.822,15.796,15.367,15.507,K2.5,0.0,0.721,1.094,1.217,7.09,-9.891,0.505,,12302687.70812381,1.2852866599436154e-10,0.039017321997412,-7.0205196656812685,True
GES J18035052-2418249,270.96049,-24.30692,y,,1.0,,,19.141,17.62,16.745,16.949,K1.25,2.476,0.96,1.153,1.271,7.09,-8.517,0.304,0.712,12302687.70812381,3.040885025676283e-09,0.061829307294699,-5.672446596116288,True
EPIC224389484,270.91125,-24.33242,?,n,1.0,U,17.19,15.472,14.494,14.085,14.152,G9,0.743,3.858,1.831,2.286,6.56,-8.42,0.232,0.271,3630780.54770101,3.8018939632056126e-09,0.2626883443016964,-6.021625107803789,True
WFI15993,271.24432,-24.41009,y,y,1.0,,19.404,17.388,15.945,15.072,15.158,G7.25,2.761,5.244,1.956,2.552,6.52,-7.308,0.094,0.093,3311311.214825908,4.9203953568145116e-08,0.2913688504515826,-4.958666610739631,True
05352288-0437406,83.84535217285156,-4.627968788146973,,,,,,,,,,,2.2090001106262207,0.238781139826872,0.4569999873638153,1.2319063079731425,6.511080839921449,-8.524328807993639,,,3243999.958038332,2.9900000253491027e-09,-0.3400838119385204,-5.460985591721633,True
05401274-0228199,85.05310821533203,-2.472201108932495,,,,,,,,,,,0.6460000276565552,0.9908319444593106,0.4460000097751617,2.364429031907467,5.716003327704972,-8.49363028904181,,,519999.9809265137,3.2089999546514103e-09,-0.3506651317692511,-5.745131430162217,True
WFI17930,271.10674,-24.39086,y,y*,1.0,,,18.243,16.747,15.894,16.198,K1.25,2.363,1.951,1.499,1.812,6.69,-8.408,0.282,0.282,4897788.193684466,3.908408957924025e-09,0.1758016328482795,-5.857428817748827,True
05455738+0020222,86.48909759521484,0.3395020067691803,,,,,,,,,,,2.5339999198913574,1.0115794539995848,0.5419999957084656,2.2024339114894533,5.835690573004015,-7.933674071814232,,,685000.0023841865,1.1650000075746896e-08,-0.2660007169003395,-5.232194876294287,True
WFI22873,271.17217,-24.34382,y,n,2.0,,,18.643,16.993,16.032,16.507,M0,0.883,1.141,0.444,2.518,5.65,-9.281,0.721,,446683.5921509635,5.236004365857495e-10,-0.3526170298853802,-6.557417858895956,True
EPIC224367284,271.05058,-24.37217,y,n*,1.0,QPD,19.671,17.79,16.408,15.74,15.954,K5,0.769,1.022,0.944,1.795,6.33,-8.786,0.114,0.427,2137962.0895022326,1.6368165214278103e-09,-0.025028005701931,-6.1551785879304255,True
05342298-0441392,83.59577941894531,-4.694241046905518,,,,,,,,,,,1.347000002861023,0.6353309363859276,0.4670000076293945,1.9066152042805449,5.9609461837254605,-8.3896592809976,,,913999.97472763,4.077000070878959e-09,-0.3306831123388045,-5.5631705831997404,True
WFI24784,270.98475,-24.32653,y,,1.0,,,19.639,18.081,17.097,17.437,G7.75,3.927,2.065,1.392,1.616,6.95,-8.058,0.288,0.628,8912509.381337458,8.749837752274364e-09,0.1436392352745432,-5.3639840532189735,True
WFI35120,271.22717,-24.23539,y,n,1.0,,,18.983,17.325,16.335,16.878,K0,3.717,3.454,1.784,2.221,6.56,-8.683,0.449,,3630780.54770101,2.07491351745491e-09,0.2513948500401042,-6.271789502472963,True
WFI22873,271.17217,-24.34382,y,n,2.0,,,18.643,16.993,16.032,16.507,M0,0.883,1.141,0.444,2.518,5.65,-9.281,0.721,,446683.5921509635,5.236004365857495e-10,-0.3526170298853802,-6.557417858895956,True
WFI22294,271.11359,-24.34913,y,y,1.0,,,18.554,17.04,16.043,16.444,G3.25,3.697,4.191,1.647,2.115,6.81,-7.864,0.175,0.279,6456542.290346549,1.3677288255958497e-08,0.2166935991697543,-5.310570386033998,True
EPIC224375369,271.06583,-24.35767,y,?,2.0,,19.466,17.164,15.817,15.194,15.469,K1.5,1.77,2.874,1.666,2.237,6.42,-8.854,0.421,,2630267.9918953814,1.3995873225726204e-09,0.2216749970707687,-6.466567940822193,True
WFI22744,271.14403,-24.34502,y,n,1.0,,,19.93,18.17,16.925,17.225,F8.25,5.188,4.971,1.467,1.977,7.02,-7.252,0.198,0.19,10471285.480508983,5.5975760149511044e-08,0.1664301138432827,-4.555108746699811,True
05343064-0435526,83.62767791748047,-4.597960948944092,,,,,,,,,,,1.9739999771118164,0.3572728407016879,0.4429999887943268,1.4997730427091107,6.2410481466297485,-8.481091413731303,,,1741999.9837875385,3.3030000956557553e-09,-0.3535962847623979,-5.513405870117726,True
SCB680,271.12838,-24.38108,y,n*,2.0,P,19.002,16.516,15.09,14.405,14.711,K7.5,0.456,3.287,0.583,3.65,5.3,-8.273,0.408,,199526.2314968879,5.333348954876213e-09,-0.2343314452409859,-5.827746417678654,True
WFI27280,271.11605,-24.29674,y,y,1.0,,,20.01,18.071,16.963,17.296,K5,3.17,1.532,0.951,2.13,6.11,-7.957,0.253,0.274,1288249.551693135,1.1040786199020736e-08,-0.021819483062586,-5.420271152609347,True
EPIC224338159,270.99521,-24.42478,y,n,1.0,P?,,18.042,16.489,15.636,15.661,K9.25,0.555,1.227,0.494,2.487,5.68,-7.822,0.233,0.195,478630.092322638,1.5066070661867422e-08,-0.306273051076353,-5.138756509196072,True
VPHAS J180317.5-241801.5,270.82296,-24.30042,?,,1.0,,,19.507,17.945,17.234,17.295,K5,1.282,0.35,0.941,1.019,7.18,-9.288,0.341,,15135612.484362071,5.15228644581756e-10,-0.0264103765727431,-6.306157300347419,True
WFI15690,271.2399,-24.41294,y,y,1.0,,,19.95,18.291,17.266,17.31,G8.75,3.458,1.085,1.156,1.204,7.18,-8.126,0.174,0.408,15135612.484362071,7.481695005111553e-09,0.0629578340845102,-5.245728616943364,True
05462243-0008526,86.59347534179688,-0.1479530036449432,,,,,,,,,,,2.382999897003174,1.4321879098877994,1.055999994277954,1.990095675417114,6.256236538027256,-8.231140009198445,,,1804000.0200271597,5.872999864209301e-09,0.0236639158445236,-5.685984807875126,True
2MASS J18042871-2418161,271.11963,-24.30447,?,?,1.0,P,,19.317,17.663,16.74,16.601,K6.5,1.327,0.542,0.919,1.394,6.68,-8.475,0.196,0.437,4786300.923226381,3.3496543915782794e-09,-0.0366844886138887,-5.6870391876947615,True
SCB280,270.98428,-24.37444,?,n*,1.0,P,17.849,16.528,15.78,15.489,15.248,G3.75,0.982,1.489,1.137,1.273,7.26,-8.101,0.137,0.184,18197008.586099826,7.925013304804703e-09,0.0557604646877347,-5.179659030244272,True
WFI13658,271.01525,-24.44169,y,,1.0,P,,18.467,17.053,16.533,15.812,,,0.28,0.863,0.955,7.3,-8.549,0.072,0.095,19952623.149688788,2.82487997491571e-09,-0.0639892042847904,-5.475112995874296,True
05365983-0120245,84.24929809570312,-1.340147018432617,,,,,,,,,,,1.3300000429153442,0.2233572105116833,0.2689999938011169,1.4017627911871196,6.13703747110277,-8.480040829914183,,,1371000.0514984136,3.310999918682005e-09,-0.5702477300055503,-5.3088810282077326,True
05350370-0450530,83.76545715332031,-4.848080158233643,,,,,,,,,,,2.345999956130981,1.088930094529033,0.4740000069141388,2.4022210179792536,5.708420881087503,-7.75671384001205,,,510999.9775886536,1.7510000560605493e-08,-0.3242216519909522,-5.0413865606153525,True
EPIC224340256,271.21504,-24.42103,y,y*,2.0,QPS,20.367,17.886,16.21,15.369,15.754,K7.75,1.422,2.68,0.565,3.346,5.41,-8.19,0.213,0.745,257039.5782768865,6.456542290346562e-09,-0.2479515521805615,-5.6840435425681015,True
2MASS J18045887-2411403,271.24534,-24.19451,y,y,1.0,,,19.943,18.185,17.161,17.56,K7,1.585,0.442,0.883,1.298,6.76,-9.254,0.373,,5754399.373371567,5.571857489319303e-10,-0.0540392964224314,-6.413425178374494,True
05345802-0517376,83.74179077148438,-5.293800830841064,,,,,,,,,,,3.3310000896453857,0.4395416221942006,0.4580000042915344,1.6290586321300042,6.149219102374428,-8.585360847023761,,,1409999.9666213982,2.598000037323798e-09,-0.3391345179267209,-5.671864362012302,True
EPIC224357532,271.11179,-24.38986,y,y,1.0,QPS,17.293,15.842,14.649,14.08,14.279,K2.5,0.728,3.796,1.49,2.794,6.03,-8.217,0.252,0.302,1071519.305237607,6.067363295885047e-09,0.173186268412274,-5.934794096997181,True
05455738+0020222,86.48909759521484,0.3395020067691803,,,,,,,,,,,2.5339999198913574,1.0115794539995848,0.5419999957084656,2.2024339114894533,5.835690573004015,-7.933674071814232,,,685000.0023841865,1.1650000075746896e-08,-0.2660007169003395,-5.232194876294287,True
SCB353,271.01745,-24.4756,?,n,2.0,,15.162,14.085,13.528,13.284,13.432,F6.75,0.541,7.811,1.636,2.355,6.91,-7.433,0.033,,8128305.161640995,3.6897759857015055e-08,0.2137832993353041,-4.835150905725836,True
05350052-0601235,83.75218200683594,-6.023196220397949,,,,,,,,,,,0.6370000243186951,0.1603245329079671,0.4129999876022339,1.0500747331903262,6.673205271934466,-8.635449010367955,,,4711999.893188477,2.314999969499358e-09,-0.3840499613806001,-5.4554838828199985,True
SCB540,271.08346,-24.38006,y,y,1.0,S,18.645,17.053,15.713,15.042,15.177,K3.5,1.132,2.197,1.196,2.309,6.13,-8.116,0.167,0.21,1348962.8825916534,7.655966069112571e-09,0.077731179652392,-5.684192964442444,True
WFI15668,271.2334,-24.41318,y,,2.0,,,19.883,18.188,16.944,17.569,M2.5,0.729,0.56,0.294,2.13,5.73,-9.332,0.599,,537031.7963702533,4.6558609352295804e-10,-0.5316526695878427,-6.372045723022438,True
05395362-0233426,84.97344970703125,-2.561851978302002,,,,,,,,,,,0.7710000276565552,0.1909853338249918,0.3540000021457672,1.1997871686347756,6.427486128287773,-8.558619107070975,,,2676000.118255614,2.763000050975957e-09,-0.4509967353417408,-5.40358523712209,True
EPIC224392069,271.1835,-24.32761,y,y,2.0,P,19.205,16.955,15.544,14.908,15.143,K7.75,0.374,2.09,0.578,2.956,5.54,-8.487,0.261,,346736.85045253165,3.258367010020087e-09,-0.2380721615794709,-5.938826632375953,True
WFI22455,270.99097,-24.34754,y,y*,1.0,S,,18.086,16.691,15.972,15.826,K8.75,0.106,0.661,0.6,1.769,6.14,-8.346,0.092,0.156,1380384.2646028835,4.5081670454146e-09,-0.2218487496163564,-5.56959463060743,True
WFI19545,271.10384,-24.37502,y,,1.0,,,18.385,16.925,16.268,16.229,F7.25,4.211,7.089,1.613,2.286,6.93,-7.29,0.087,0.087,8511380.38202376,5.128613839913649e-08,0.2076343673889615,-4.676939988991915,True
05345304-0503271,83.72101593017578,-5.057534217834473,,,,,,,,,,,0.335999995470047,0.4325138383956809,0.5320000052452087,1.535026961286647,6.28352736572411,-8.43889860690977,,,1921000.0038146968,3.6400000791303443e-09,-0.2740883634230623,-5.544113717270898,True
05351121-0517209,83.79673767089844,-5.289146900177002,,,,,,,,,,,4.4710001945495605,0.7925013240632388,0.453000009059906,2.1276071936599155,5.829303780500942,-7.540004734768644,,,675000.0119209292,2.8840000609875457e-08,-0.3439017893013686,-4.752612907103597,True
05372168-0040399,84.34037017822266,-0.6777639985084534,,,,,,,,,,,0.4090000092983246,0.1541700535892966,0.3260000050067901,1.1087851667898294,6.488973516934689,-9.432738303055691,,,3082999.9446868924,3.6920000390239435e-10,-0.486782393262057,-6.211753731120928,True
WFI13658,271.01525,-24.44169,y,,1.0,P,,18.467,17.053,16.533,15.812,,,0.28,0.863,0.955,7.3,-8.549,0.072,0.095,19952623.149688788,2.82487997491571e-09,-0.0639892042847904,-5.475112995874296,True
WFI13563,271.08521,-24.44302,y,n,2.0,,19.995,18.03,16.597,15.875,15.922,K5.5,0.784,0.853,0.98,1.639,6.47,-8.631,0.222,0.379,2951209.226666384,2.338837238659353e-09,-0.0087739243075051,-5.961095645465192,True
WFI14041,271.08089,-24.43534,y,,1.0,,,19.18,17.546,16.667,17.088,K5,1.887,0.858,1.048,1.594,6.55,-9.334,0.863,,3548133.892335753,4.634469197362884e-10,0.0203612826477078,-6.664319798321291,True
05352279-0531372,83.84497833251953,-5.527012825012207,,,,,,,,,,,1.85699999332428,0.5199959854003063,0.3529999852180481,1.9374460686002744,5.879669214920949,-8.180390254688822,,,758000.0162124627,6.601000190897827e-09,-0.4522253127983539,-5.249177347628586,True
SCB900,271.18405,-24.25694,y,y,1.0,,,18.112,16.337,15.33,15.775,K7.75,1.867,3.455,0.559,3.8,5.1,-7.671,0.216,0.197,125892.5411794166,2.133044913146575e-08,-0.2525881921135766,-5.287220303282615,True
2MASS J18025245-2418444,270.71859,-24.31234,y,y,1.0,,16.506,15.286,14.101,13.595,13.426,K4.75,0.0,4.166,0.936,3.453,5.54,-7.263,0.176,0.295,346736.85045253165,5.45757861091271e-08,-0.0287241512618947,-4.952760824840082,True
VPHAS J180248.8-241547.5,270.70348,-24.2632,?,,1.0,,,19.991,18.345,17.299,17.724,G7,3.693,1.249,1.128,1.24,7.24,-8.529,0.3,0.339,17378008.28749376,2.9580124665515463e-09,0.0523090996473234,-5.611958742675396,True
EPIC224331438,271.05457,-24.43709,y,y,1.0,S,,18.798,16.927,16.094,15.889,M0.25,1.436,1.943,0.403,3.347,5.01,-7.155,0.144,0.117,102329.29922807535,6.998419960022731e-08,-0.3946949538588905,-4.646709663906592,True
EPIC224384916,271.1215,-24.34064,y,n*,2.0,MP,,17.848,16.245,15.384,15.842,K8,1.122,2.098,0.555,3.007,5.51,-8.878,0.583,,323593.6569296281,1.3243415351946643e-09,-0.2557070168773237,-6.322117296816502,True
EPIC224375369,271.06583,-24.35767,y,?,2.0,,19.466,17.164,15.817,15.194,15.469,K1.5,1.77,2.874,1.666,2.237,6.42,-8.854,0.421,,2630267.9918953814,1.3995873225726204e-09,0.2216749970707687,-6.466567940822193,True
05354413-0448048,83.93388366699219,-4.801342010498047,,,,,,,,,,,1.402999997138977,0.5470159698008789,0.503000020980835,1.7353641540877724,6.09933526714211,-8.603800655698588,,,1256999.9694824207,2.489999983978916e-09,-0.2984319968290415,-5.757072699032326,True
05361475-0613169,84.06148529052734,-6.221367835998535,,,,,,,,,,,0.4230000078678131,0.2355049170123209,0.4110000133514404,1.2653796589158437,6.429106025911254,-8.870632418456857,,,2686000.1087188697,1.3469999560200534e-09,-0.3861581640157634,-5.788624768548474,True
05381315-0245509,84.55481719970703,-2.764166116714478,,,,,,,,,,,0.6629999876022339,0.4335108729137957,0.4480000138282776,1.632167801565525,6.137354104729435,-7.964170174331993,,,1371999.979019166,1.0860000010382004e-08,-0.3487219725966226,-5.044654993025258,True
WFI17023,271.08342,-24.39894,y,y*,1.0,QPS,,,19.199,17.838,18.309,,,0.149,0.405,1.02,6.69,-9.32,0.072,,4897788.193684466,4.78630092322638e-10,-0.3925449767853314,-6.123475262242094,True
05454612-0044407,86.44220733642578,-0.7446399927139282,,,,,,,,,,,1.3020000457763672,0.2728977716889368,0.3529999852180481,1.4264650080182115,6.216693587350538,-8.688246150050924,,,1646999.955177306,2.049999947573153e-09,-0.4522253127983539,-5.6184765141912845,True
2MASS J18024882-2421085,270.70346,-24.35241,?,y,2.0,,20.021,17.627,16.273,15.523,15.731,G9.75,1.899,1.909,1.427,1.64,6.88,-8.89,0.36,,7585775.7502918355,1.288249551693132e-09,0.1544239731146469,-6.23701968027142,True
05350460-0458289,83.76920318603516,-4.97471809387207,,,,,,,,,,,2.7330000400543213,0.2172701240887653,0.7559999823570251,0.990288101701292,7.10452124298104,-9.335734192121455,,,12720999.717712397,4.6160000821693504e-10,-0.1214782146340404,-6.27687293503598,True
WFI19339,271.09201,-24.37712,y,n*,1.0,,,19.494,17.811,16.866,17.091,K6.25,1.57,0.572,0.941,1.408,6.68,-8.77,0.376,0.476,4786300.923226381,1.698243652461746e-09,-0.0264103765727431,-5.9937162155685275,True
05355077-0516291,83.96155548095703,-5.274771213531494,,,,,,,,,,,0.8510000109672546,0.9705099666461012,0.7519999742507935,1.919396016341423,6.137670545381503,-8.782252925848734,,,1373000.0257492068,1.651000003377587e-09,-0.1237821742790206,-6.11826266776427,True
EPIC224493585,270.599,-24.147,?,y,1.0,QPS,19.413,17.624,16.234,15.436,15.735,G9,2.222,2.582,1.548,1.87,6.78,-8.217,0.271,0.194,6025595.860743581,6.067363295885047e-09,0.1897709563468738,-5.645305028369567,True
WFI19328,271.09127,-24.37723,y,?,1.0,,,18.261,16.643,15.806,16.088,K8,0.922,1.202,0.602,2.276,5.83,-8.515,0.243,,676082.9753919819,3.054921113215509e-09,-0.2204035087421754,-5.8676837445672785,True
05381315-0245509,84.55481719970703,-2.764166116714478,,,,,,,,,,,0.6629999876022339,0.4335108729137957,0.4480000138282776,1.632167801565525,6.137354104729435,-7.964170174331993,,,1371999.979019166,1.0860000010382004e-08,-0.3487219725966226,-5.044654993025258,True
WFI19318,271.15097,-24.37737,y,,1.0,,20.174,19.093,17.711,16.883,17.067,G6.75,2.553,0.866,0.982,1.028,7.43,-8.636,0.372,,26915348.039269134,2.312064790175599e-09,-0.0078885122130503,-5.572428842135751,True
WFI16133,271.05046,-24.40842,?,,1.0,,,18.617,17.243,16.46,16.728,G9,2.146,0.957,1.053,1.139,7.29,-8.941,0.457,,19498445.997580454,1.1455129414455335e-09,0.0224283711854864,-5.9694419504214284,True
2MASS J18025245-2418444,270.71859,-24.31234,y,y,1.0,,16.506,15.286,14.101,13.595,13.426,K4.75,0.0,4.166,0.936,3.453,5.54,-7.263,0.176,0.295,346736.85045253165,5.45757861091271e-08,-0.0287241512618947,-4.952760824840082,True
VPHAS J180502.6-242443.7,271.26066,-24.41214,?,y,1.0,,,19.606,17.964,16.969,17.027,G9.5,3.226,1.213,1.177,1.299,7.14,-7.67,0.435,0.387,13803842.64602884,2.1379620895022325e-08,0.0707764628434347,-4.815059581896188,True
GES J18034300-2420123,270.92918,-24.33675,y,n*,1.0,,,18.318,16.748,15.841,16.046,K1.75,2.606,2.46,1.596,2.104,6.48,-8.147,0.212,,3019951.720402019,7.1285303012651914e-09,0.2030328870147106,-5.7137132065163705,True
SCB649,271.11758,-24.42997,y,y,1.0,QPS,19.126,17.716,16.396,15.745,15.782,K3.75,0.995,1.067,1.196,1.635,6.6,-8.784,0.192,0.254,3981071.7055349695,1.644371723214929e-09,0.077731179652392,-6.1589675841346025,True
05343822-0524236,83.65925598144531,-5.406582832336426,,,,,,,,,,,0.9570000171661376,0.2275097395800606,0.2899999916553497,1.385328428651371,6.174641194045651,-8.634886565720098,,,1495000.004768372,2.318000014156497e-09,-0.5376020145977185,-5.48537064585361,True
WFI33389,271.13225,-24.24843,y,n*,0.0,,,19.064,17.331,16.23,16.89,M0.25,1.43,1.405,0.417,2.846,5.47,-8.61,0.437,,295120.9226666384,2.4547089156850333e-09,-0.3798639450262425,-5.929451624541981,True
WFI27870,271.05737,-24.29087,y,n*,1.0,,,18.816,17.096,16.163,16.466,K7.75,1.584,1.351,0.614,2.376,5.78,-8.257,0.243,0.274,602559.5860743581,5.5335010921573715e-09,-0.2118316288588323,-5.639981994351351,True
VPHAS J180400.1-243318.0,271.00046,-24.55498,?,,1.0,,,19.429,17.997,17.381,17.09,K5,0.742,0.214,0.759,0.795,7.57,-8.847,0.418,0.362,37153522.90971728,1.4223287871228214e-09,-0.1197582241045196,-5.598726979076644,True
05351852-0513383,83.8271713256836,-5.227320194244385,,,,,,,,,,,5.132999897003174,2.21819634795336,0.460999995470047,3.3559440899478057,5.143014795784575,-7.202109511723921,,,138999.99856948844,6.279000075437585e-08,-0.3362990788778868,-4.705504172560568,True
EPIC224374036,271.06933,-24.36,y,y,2.0,QPD,19.391,17.202,15.769,15.023,15.332,K6.75,0.247,1.308,0.729,2.198,5.95,-9.059,0.539,,891250.9381337459,8.72971368388113e-10,-0.1372724716820254,-6.45683207045858,True
VPHAS J180307.3-241933.9,270.78042,-24.32611,?,n,2.0,,,20.239,18.453,17.125,18.009,F3.5,5.936,7.35,1.572,2.012,7.0,-9.591,2.032,,10000000.0,2.5644840365177207e-10,0.1964525417033891,-6.9364530522962315,True
EPIC224390040,271.04575,-24.33136,y,n*,1.0,N,18.57,16.759,15.718,15.315,15.288,G9.25,1.399,2.243,1.495,1.754,6.83,-8.333,0.112,0.104,6760829.753919818,4.6451527522274935e-09,0.1746411926604484,-5.723553424791526,True
VPHAS J180250.4-241822.3,270.70993,-24.30619,?,y,1.0,,20.186,19.279,17.784,16.714,17.109,F4.5,4.484,4.008,1.344,1.531,7.2,-7.653,0.365,0.552,15848931.924611142,2.223309890651405e-08,0.1283992687178064,-4.838883632632192,True
05353217-0511579,83.88407135009766,-5.199440956115723,,,,,,,,,,,2.2790000438690186,0.3372873064369048,0.2790000140666961,1.6952320880330616,5.95036486389473,-8.672845469817474,,,892000.0195503241,2.124000086922708e-09,-0.5543957748300284,-5.596446623186445,True
VPHAS J180404.2-241743.1,271.01748,-24.29529,y,?,1.0,,19.999,19.261,17.818,16.704,16.826,A8,5.308,8.745,1.743,1.703,7.0,-6.4,0.125,0.121,10000000.0,3.981071705534969e-07,0.2412973871099932,-3.796421399508192,True
05343371-0540227,83.64049530029297,-5.672987937927246,,,,,,,,,,,1.7929999828338623,0.2697739396900861,0.2360000014305114,1.5915528648716724,5.950851462135163,-8.604673609802896,,,893000.0066757209,2.4849999835652203e-09,-0.6270879943974222,-5.445456472042284,True
WFI19318,271.15097,-24.37737,y,,1.0,,20.174,19.093,17.711,16.883,17.067,G6.75,2.553,0.866,0.982,1.028,7.43,-8.636,0.372,,26915348.039269134,2.312064790175599e-09,-0.0078885122130503,-5.572428842135751,True
05353333-0451113,83.888916015625,-4.853157997131348,,,,,,,,,,,1.3919999599456787,0.2612161328586812,0.402999997138977,1.337916669435967,6.348694212161916,-9.007446475664317,,,2232000.112533572,9.830000147203974e-10,-0.3946949569420829,-5.948795075937149,True
WFI16726,271.14001,-24.40185,y,n*,1.0,,,19.895,18.162,17.089,17.377,G9.5,3.635,1.421,1.269,1.406,7.05,-8.061,0.209,0.26,11220184.54301963,8.689604292863021e-09,0.1034616220947047,-5.2802084593146486,True
SCB166,270.92902,-24.36933,y,n,1.0,,,16.847,15.221,14.438,14.239,K5,1.615,5.705,0.902,4.11,5.36,-6.558,0.331,0.282,229086.76527677747,2.766941645411513e-07,-0.0447934624580582,-4.303498480837067,True
05365186-0508358,84.21609497070312,-5.143281936645508,,,,,,,,,,,0.0430000014603138,0.3483373115938737,0.5220000147819519,1.403234174185633,6.398634315606492,-9.217384082939493,,,2503999.9485015874,6.061999791029388e-10,-0.2823294846994235,-6.265910238772886,True
05371885-0020416,84.32854461669922,-0.3449060022830963,,,,,,,,,,,0.6430000066757202,0.9462371609112616,1.0829999446868896,1.6359685411268188,6.540454608182483,-8.677160728063871,,,3470999.9561309787,2.1029999963673167e-09,0.0346284344441761,-6.027620118861723,True
SCB142,270.91784,-24.38891,y,n,2.0,,16.649,14.932,13.8,13.271,13.319,K2.25,0.543,6.941,1.686,3.686,5.77,-7.366,0.333,0.266,588843.6553555884,4.30526610491711e-08,0.2268575702887235,-5.251684777054441,True
05354600-0057522,83.94170379638672,-0.9645050168037416,,,,,,,,,,,0.3899999856948852,0.6280583486419867,0.6460000276565552,1.6856409568779225,6.243781921291662,-8.48758245695467,,,1753000.020980835,3.253999958374724e-09,-0.1897674634118988,-5.704972430841511,True
GES J18041539-2428262,271.06414,-24.47393,y,n,1.0,,,19.122,17.424,16.52,16.851,K5,2.095,1.135,1.002,1.833,6.33,-8.758,0.426,,2137962.0895022326,1.7458221529205075e-09,0.0008677215312269,-6.1566103410106,True
05454612-0044407,86.44220733642578,-0.7446399927139282,,,,,,,,,,,1.3020000457763672,0.2728977716889368,0.3529999852180481,1.4264650080182115,6.216693587350538,-8.688246150050924,,,1646999.955177306,2.049999947573153e-09,-0.4522253127983539,-5.6184765141912845,True
05345156-0525129,83.71485137939453,-5.420277118682861,,,,,,,,,,,1.6089999675750732,1.2133888473008831,0.5350000262260437,2.3947935888194984,5.736396515575855,-8.067983098230625,,,545000.0166893001,8.550999908152341e-09,-0.2716461966893775,-5.400909097906466,True
WFI16230,271.18763,-24.40718,y,n*,1.0,,,19.55,17.713,16.531,16.943,M1.5,1.415,1.218,0.339,2.906,5.11,-8.059,0.22,0.551,128824.95516931349,8.729713683881131e-09,-0.4698003017969178,-5.424237001223421,True
05345201-0524187,83.71674346923828,-5.405220985412598,,,,,,,,,,,1.7280000448226929,0.2937649616481951,0.3379999995231628,1.498861563965303,6.143951118505248,-8.323489270031907,,,1393000.0066757216,4.748000215215595e-09,-0.471083300335031,-5.262192340412732,True
SCB268,270.97625,-24.3847,y,n,1.0,,13.078,12.285,12.243,12.215,12.187,A2,0.431,32.617,1.758,2.402,6.72,-7.055,0.228,,5248074.602497723,8.810488730080147e-08,0.245018870737753,-4.570764039117725,True
EPIC224367284,271.05058,-24.37217,y,n*,1.0,QPD,19.671,17.79,16.408,15.74,15.954,K5,0.769,1.022,0.944,1.795,6.33,-8.786,0.114,0.427,2137962.0895022326,1.6368165214278103e-09,-0.025028005701931,-6.1551785879304255,True
EPIC224377862,271.11829,-24.35325,y,n,2.0,QPD,19.211,16.782,15.259,14.549,14.898,K6.75,1.217,4.933,0.662,4.268,5.07,-8.249,0.499,,117489.75549395304,5.6363765582595375e-09,-0.1791420105603,-5.9610289945680055,True
